identifier,interface_phenotype,probability
3MXM_A,I001,0.9877861135474916
3MZH_A,I001,0.8477207458704793
3N1I_A,I001,0.7021209274423283
3N6S_A,I001,0.6825731920823769
3N7Q_A,I001,1.0
3NBN_A,I001,1.0
3NCI_A,I001,1.0
3NDH_A,I001,1.0
3NE6_A,I001,1.0
3NGI_A,I001,1.0
3NM9_A,I001,0.7684079680022747
3O1T_A,I001,1.0
3O3F_A,I001,0.7348464459120547
3O3G_A,I001,0.82621227862067
3O9X_A,I001,1.0
3ODC_B,I001,1.0
3ODH_A,I001,0.9071709690137175
3OGD_A,I001,0.7873613495978833
3OGU_A,I001,1.0
3OH9_A,I001,1.0
3OHA_A,I001,1.0
3ON0_A,I001,0.5437372742040564
3OOL_A,I001,1.0
3OOR_A,I001,1.0
3OQM_A,I001,1.0
3OQO_A,I001,1.0
3ORC_A,I001,1.0
3OSN_A,I001,0.9388844818377736
3OYJ_A,I001,0.8297305198114358
3OYM_A,I001,0.8297305198114358
3P57_A,I001,0.9917302701544719
3PIH_A,I001,1.0
3PKY_A,I001,0.9893091659688179
3PML_B,I001,1.0
3POV_A,I001,0.7566615426300063
3PR5_B,I001,1.0
3PT6_B,I001,0.9764009693036276
3PTA_A,I001,0.9172194283376166
3PVI_A,I001,1.0
3PVV_A,I001,1.0
3PW7_A,I001,1.0
3PY8_A,I001,1.0
3Q05_A,I001,1.0
3Q06_A,I001,1.0
3Q23_A,I001,0.7939345107330227
3Q24_A,I001,0.8019891097606303
3Q3D_A,I001,1.0
3Q5F_A,I001,0.9800445744923506
3Q5P_A,I001,1.0
3Q8K_A,I001,0.858173993115038
3Q8M_A,I001,1.0
3QE9_Y,I001,0.9966245500119563
3QEB_Z,I001,0.670691492116887
3QI5_B,I001,1.0
3QNO_A,I001,1.0
3QQY_A,I001,1.0
3QRF_F,I001,0.40842927370321797
3QRF_M,I001,1.0
3QSV_A,I001,1.0
3QYM_E,I001,0.9859752520163145
3QYX_A,I001,0.40379551099928246
3QZ7_A,I001,1.0
3R8F_A,I001,0.5103651295636922
3RA0_A,I001,0.6524386767228867
3RA4_A,I001,0.5759745881681031
3RAE_A,I001,1.0
3RAX_A,I001,1.0
3RH6_A,I001,1.0
3RKQ_A,I001,1.0
3RN5_A,I001,0.8394417019045721
3RNU_B,I001,0.5975117714062399
3RZG_A,I001,0.9149683706865624
3RZJ_A,I001,1.0
3RZL_D,I001,1.0
3RZM_A,I001,1.0
3S3N_A,I001,0.8297305198114358
3S5A_A,I001,0.9036386173399519
3S6I_D,I001,1.0
3S8Q_B,I001,0.9147036451397087
3S9H_A,I001,1.0
3SAR_A,I001,1.0
3SAS_A,I001,1.0
3SI6_A,I001,1.0
3SLP_A,I001,0.7067817125268153
3SM4_C,I001,0.851081326552623
3SPD_A,I001,1.0
3SPY_A,I001,1.0
3SQ1_A,I001,1.0
3SQ2_A,I001,1.0
3SUN_A,I001,1.0
3SUO_A,I001,1.0
3SUQ_A,I001,1.0
3SZQ_A,I001,0.8613543743035476
3T72_4,I_NOISE,0.0
3T79_A,I001,0.8744726785122766
3TAG_A,I001,1.0
3TAN_A,I001,1.0
3TQ6_A,I001,0.9880911405121077
3TU4_K,I_NOISE,0.0
3U2B_C,I001,1.0
3U3W_A,I001,1.0
3U44_B,I001,0.6063728005022472
3U4Q_A,I001,0.7784332734693951
3U58_A,I001,0.6990591874349534
3U5Z_A,I001,0.5373838667515988
3U60_A,I001,0.7363904540153122
3U6P_A,I001,1.0
3UBT_A,I001,1.0
3ULP_C,I001,0.670245647522894
3UO7_A,I001,1.0
3UOB_A,I001,1.0
3UVF_A,I001,1.0
3UXP_A,I001,1.0
3V1Z_A,I001,1.0
3V6H_A,I001,1.0
3V6K_A,I001,1.0
3V6T_A,I001,1.0
3V72_A,I001,1.0
3V7J_A,I001,1.0
3V7K_A,I001,1.0
3V9X_B,I001,0.7645453316882882
3VAJ_A,I001,0.6965536579734588
3VEB_B,I001,1.0
3VH0_A,I001,1.0
3VK8_A,I001,1.0
3VKE_A,I001,0.6829455893963015
3VOK_A,I001,1.0
3VW3_H,I001,0.7346066805233321
3VW3_L,I001,0.9645693662305042
3VW4_A,I001,0.3627230711194798
3VXV_A,I001,0.8851193096444899
3WAZ_B,I001,1.0
3WGI_A,I001,0.8495245412358762
3WPD_A,I001,0.8802158829315977
3WPG_A,I001,0.9792272290902884
3WU1_A,I001,0.8121594511159562
3WU1_B,I001,1.0
3X1L_B,I001,0.2151989953081766
3X1L_D,I001,0.5690877753921223
3X1L_G,I001,0.5909885882000869
3ZDA_A,I001,1.0
3ZH2_C,I001,0.8724861396616463
3ZHM_A,I001,1.0
3ZI5_A,I001,1.0
3ZP5_A,I001,1.0
3ZPL_E,I001,0.9686522787433687
3ZQC_J,I001,0.9547918596738374
3ZVK_F,I001,0.9383031046324756
3ZVM_A,I001,0.8773138120234125
4A04_B,I001,1.0
4A0B_D,I001,1.0
4A15_A,I001,0.5326916155333529
4A75_A,I001,0.4820666134092244
4A8M_Q,I001,0.7876309965293228
4A8W_A,I001,0.9144960354693817
4AA6_B,I001,1.0
4AAB_A,I001,0.9398786838463266
4AAE_B,I001,1.0
4AIK_B,I_NOISE,0.0
4AIL_C,I001,1.0
4AUW_E,I001,1.0
4AWL_B,I001,1.0
4B20_A,I001,0.7809580899319369
4B3O_A,I001,0.6767518270001995
4B3O_B,I001,0.8074818536928681
4B3P_A,I_NOISE,0.0
4B3Q_A,I_NOISE,0.0
4B3Q_B,I_NOISE,0.0
4B5G_A,I001,1.0
4B5H_A,I001,1.0
4B9N_A,I001,1.0
4BAC_A,I001,0.618547860975482
4BE2_A,I001,0.8297305198114358
4BHK_A,I001,1.0
4BHM_A,I001,0.8497910261947447
4BOC_A,I001,0.7642536442264579
4BQA_A,I001,1.0
4BWJ_A,I001,1.0
4BXO_B,I001,0.7470850371489794
4BY1_B,I001,0.7278639852102643
4C2U_A,I001,0.9369748460684034
4C3G_A,I_NOISE,0.0
4C8L_A,I001,1.0
4CGZ_A,I001,1.0
4CH1_A,I001,0.7027572925520957
4CIS_B,I001,1.0
4CJA_A,I001,0.6269662309981484
4CN3_C,I001,1.0
4CRO_B,I_NOISE,0.0
4CRX_A,I001,1.0
4D1Q_H,I001,0.9246267958169326
4D8J_A,I001,1.0
4DA4_A,I001,1.0
4DAV_A,I001,0.8336980379849831
4DKJ_A,I001,1.0
4DM0_A,I001,0.818798554384611
4DPV_Z,I001,0.7849626416443027
4DQQ_D,I001,1.0
4DQY_C,I001,0.7200044692246553
4DS5_A,I001,1.0
4DTJ_A,I001,1.0
4DWI_A,I001,1.0
4E54_B,I001,1.0
4E5Z_B,I001,0.9861396534345267
4ECW_A,I001,1.0
4EFJ_A,I001,1.0
4EJY_A,I001,1.0
4EOT_A,I001,1.0
4ER8_A,I001,0.8351836689370814
4ESV_C,I001,0.7233489259837148
4EVV_A,I001,1.0
4EW4_A,I001,1.0
4F1H_A,I001,0.967616746533163
4F1H_B,I002,0.6482816571979767
4F2R_D,I001,1.0
4F43_A,I001,0.8634601028455685
4F4W_A,I001,1.0
4F4Y_A,I001,1.0
4F4Z_A,I001,1.0
4F50_A,I001,0.7813241363701299
4F5P_A,I001,1.0
4FBT_A,I001,1.0
4FGN_A,I001,1.0
4FLW_A,I001,1.0
4FM2_A,I001,1.0
4FM9_A,I001,0.7771448595242799
4FPV_B,I001,0.7938768788426387
4FTH_A,I001,1.0
4FXD_A,I001,0.7137174744464467
4FYD_A,I001,0.9777891206670375
4FZY_A,I001,1.0
4G3I_A,I001,1.0
4G4N_A,I001,1.0
4G4O_A,I001,1.0
4G4Q_A,I001,1.0
4G4R_A,I001,1.0
4G92_A,I001,0.7236331439195078
4G92_B,I001,1.0
4GAT_A,I001,1.0
4GC7_A,I001,1.0
4GCL_B,I001,1.0
4GCT_C,I001,1.0
4GDF_A,I001,1.0
4GJP_A,I001,0.6441300822068811
4GJR_A,I001,0.9232569453371146
4GLE_A,I001,0.9053213311031377
4GLX_A,I001,0.6420330867401063
4GNX_C,I001,0.7302044237891951
4GUQ_A,I001,1.0
4GZ1_A,I001,0.9404777821212413
4GZ2_A,I001,0.7153251765740143
4GZN_C,I001,0.6533935197588533
4H5Q_B,I001,0.9789642465044149
4H8K_A,I001,0.8853006427564882
4HC7_A,I001,1.0
4HCC_A,I001,0.6336179403375916
4HHT_A,I001,0.7331483315548168
4HIO_A,I001,0.6860333577993104
4HJE_A,I001,1.0
4HQB_A,I001,0.7203990900086905
4HQE_B,I001,1.0
4HQX_A,I001,0.47541432437029235
4HSB_A,I001,1.0
4HTU_A,I001,0.9008581139258601
4I27_A,I001,0.7804456584564082
4I3H_A,I001,1.0
4IBU_B,I001,1.0
4IBW_A,I001,1.0
4IHS_B,I001,1.0
4IQJ_D,I001,0.45853769707506503
4IQR_F,I001,1.0
4IQW_A,I001,0.7138672667708581
4IS1_D,I001,0.5989356314976652
4IUF_A,I001,0.6746864275144835
4IVZ_E,I001,1.0
4J00_A,I001,0.787245490805921
4J1J_C,I001,1.0
4J2A_A,I001,1.0
4J2B_A,I001,1.0
4J2D_A,I001,1.0
4J2E_A,I001,1.0
4J2X_C,I001,1.0
4JBK_A,I001,1.0
4JBM_A,I001,0.6535022218069644
4JGC_A,I001,1.0
4JQD_E,I001,0.9916076377374414
4JS4_A,I001,0.6264410157533038
4JWM_A,I001,1.0
4JWN_A,I001,1.0
4K1G_A,I001,1.0
4K4I_A,I001,1.0
4K8X_A,I001,1.0
4K96_B,I001,1.0
4KB6_A,I001,1.0
4KDP_A,I001,0.7321189650648119
4KFC_B,I001,1.0
4KHN_A,I001,1.0
4KI2_B,I001,0.9683784171524589
4KIS_A,I001,0.7685696703484105
4KMF_A,I001,0.8106795339776104
4KNY_B,I001,1.0
4KYW_A,I001,0.7757861193689073
4L5R_C,I001,0.9762954310793662
4L5S_A,I001,0.600897394469118
4L62_A,I001,1.0
4LD0_A,I001,1.0
4LDX_B,I001,1.0
4LEZ_A,I001,0.9246267958169326
4LG0_B,I001,1.0
4LG7_A,I001,0.8777414079829152
4LJR_A,I002,1.0
4LLN_J,I001,0.7536750494837156
4LNQ_A,I001,1.0
4LOX_A,I001,0.8083062982353786
4LQ0_A,I001,1.0
4LVL_A,I001,0.9965773441613467
4M42_A,I001,1.0
4M47_A,I001,1.0
4M6F_A,I_NOISE,0.0
4M8O_A,I001,1.0
4M9E_A,I001,0.7823367074690775
4M9V_C,I001,0.7787031534124085
4MDF_A,I001,0.9429736206229168
4MFA_A,I001,1.0
4MG2_A,I001,1.0
4MGT_A,I001,0.83539273418739
4MZR_A,I001,1.0
4N0O_C,I001,0.8579268827323775
4N5S_A,I001,1.0
4NCA_A,I001,0.9697262770837658
4NDH_A,I001,1.0
4NDI_A,I001,1.0
4NE1_I,I_NOISE,0.0
4NE1_L,I_NOISE,0.0
4NID_A,I001,1.0
4NIG_A,I001,1.0
4NIH_A,I001,1.0
4NII_A,I001,1.0
4NLG_A,I001,1.0
4NQA_I,I001,0.9535966927256333
4NRW_A,I001,1.0
4O0I_A,I001,1.0
4O3M_A,I001,0.9692189418502943
4O3S_A,I001,1.0
4O5K_A,I001,1.0
4O6A_A,I001,0.9246267958169326
4OI8_B,I001,0.5563706265483055
4OO8_A,I001,0.942700153702139
4OPX_C,I001,0.5423379275052328
4OSH_B,I001,1.0
4OSJ_B,I001,1.0
4OSK_B,I001,1.0
4OSM_B,I001,1.0
4OSQ_A,I001,1.0
4OSR_A,I001,1.0
4OSS_A,I001,1.0
4OST_A,I001,1.0
4OSV_A,I001,1.0
4OSW_A,I001,1.0
4OSZ_A,I001,1.0
4OT0_A,I001,1.0
4OT3_A,I001,1.0
4OTO_A,I001,1.0
4OU6_A,I001,0.7684525541102449
4OU7_A,I001,0.8470936692889834
4P0Q_A,I001,0.9423045223529984
4P9U_A,I001,1.0
4PAR_A,I001,0.42700626965659216
4PCZ_A,I001,1.0
4PD2_A,I001,1.0
4PE8_A,I001,0.7638082312562502
4PLB_B,I001,0.9649851683951457
4POG_A,I002,0.47575126343037993
4PQU_D,I001,0.7566292427325202
4PSO_I,I001,1.0
4PTF_A,I001,1.0
4PXI_B,I001,1.0
4PY5_A,I001,0.7139442266562513
4PZI_A,I001,0.8999894926182193
4Q45_A,I001,1.0
4QCB_A,I001,1.0
4QGU_A,I001,0.8077033831389016
4QJU_A,I001,0.9230175418095248
4QLC_U,I001,0.8239171787942717
4QPQ_B,I001,0.7834882846274659
4QQW_A,I001,0.6825196255546019
4QR9_A,I001,0.5879915930866845
4QWB_A,I001,1.0
4QWC_A,I001,1.0
4QWD_A,I001,1.0
4QYZ_B,I001,0.7544827220882144
4QYZ_F,I001,0.280612644029473
4R22_B,I001,0.8793757348026464
4R24_B,I001,0.9173574897654247
4R28_C,I001,0.897071603417045
4R2D_A,I001,0.9293651477305747
4R2P_A,I001,1.0
4R2S_A,I001,1.0
4R4E_B,I001,1.0
4R55_A,I001,0.6556490473905536
4R63_A,I001,1.0
4R64_A,I001,1.0
4R8A_A,I001,0.7743618418660567
4R8P_L,I001,0.5228368042648801
4R8U_A,I001,1.0
4R8U_B,I001,1.0
4RB3_C,I001,1.0
4RDM_A,I001,0.9198903653939822
4RDU_D,I001,1.0
4REC_A,I001,0.6815514060642371
4RI9_A,I001,0.8273475445984663
4RIB_B,I001,0.8525638087680868
4RIC_B,I001,0.9432610507156092
4RKH_D,I001,0.7772143112751533
4ROC_B,I001,1.0
4RQ8_A,I001,1.0
4RUL_A,I001,0.6487450349249662
4S04_A,I001,1.0
4S0H_B,I001,0.8171286129092024
4S0H_E,I001,1.0
4S0N_D,I001,1.0
4S2Q_D,I001,1.0
4SKN_E,I001,1.0
4TQR_A,I001,1.0
4TU7_A,I001,0.7812671310875231
4TUG_A,I001,0.8460108452726954
4TYN_A,I001,0.7776374118594676
4TZD_A,I001,1.0
4U0Y_A,I001,0.8333937558213835
4U7B_A,I001,0.7259908472085236
4UMM_A,I_NOISE,0.0
4UMM_E,I_NOISE,0.0
4UN3_B,I001,1.0
4UNC_D,I001,0.9398786838463266
4UNO_A,I001,0.8139187521796788
4UQG_A,I001,1.0
4UQM_A,I001,1.0
4USG_A,I001,0.723006882864425
4UUS_B,I001,0.9051637143083096
4UUV_A,I001,0.7524569229573761
4UZB_A,I001,0.8016104058060959
4V1N_O,I_NOISE,0.0
4V8S_AR,I_NOISE,0.0
4V8S_AW,I_NOISE,0.0
4V8S_AY,I_NOISE,0.0
4W9M_C,I001,0.5576605222820251
4WUH_A,I001,1.0
4WWC_B,I001,1.0
4WX9_B,I001,1.0
4WZW_A,I001,0.6779942805786993
4X0G_B,I001,1.0
4X23_C,I001,1.0
4X23_D,I001,0.530860612845221
4X23_E,I001,1.0
4X9J_A,I001,1.0
4XIC_A,I001,1.0
4XIU_A,I001,1.0
4XLN_D,I001,0.9802552819511011
4XLN_F,I001,0.6966218562216779
4XLR_C,I_NOISE,0.0
4XLS_M,I_NOISE,0.0
4XQJ_A,I001,1.0
4XQK_A,I001,0.8946233673057326
4XQQ_A,I001,1.0
4XR0_A,I001,1.0
4XR2_A,I001,0.9128670865614168
4XRM_B,I001,0.9822214958417428
4XRS_B,I001,1.0
4XRS_G,I001,1.0
4XUS_A,I001,1.0
4XVI_A,I001,1.0
4XZF_A,I001,0.9065967266285357
4XZQ_B,I001,1.0
4XZQ_D,I001,0.9915002800139151
4Y60_C,I001,1.0
4YD1_A,I001,1.0
4YF0_B,I001,0.9558432244046622
4YFH_B,I001,0.8816859859510234
4YG1_A,I001,0.7460102133236006
4YG7_D,I_NOISE,0.0
4YHX_A,I001,1.0
4YIG_A,I001,0.9752397949930418
4YIR_A,I001,1.0
4YIS_A,I001,1.0
4YIT_D,I001,1.0
4YJ0_B,I001,0.9440091496507188
4YKL_B,I001,1.0
4YNQ_A,I001,1.0
4YOQ_A,I001,1.0
4YOW_A,I001,0.9797965760003202
4YPR_A,I001,1.0
4YQW_A,I001,1.0
4YR3_A,I001,1.0
4YRV_A,I001,0.7478511251827941
4Z1X_A,I001,1.0
4Z20_A,I001,1.0
4Z2C_A,I001,0.7687273758867187
4Z3A_A,I001,1.0
4Z5D_A,I001,0.7763065410846174
4Z5H_A,I001,0.8654196115579207
4Z66_C,I001,1.0
4Z66_D,I001,0.9756421618772336
4Z8F_H,I001,0.9092837178959992
4Z8F_L,I_NOISE,0.0
4ZCF_A,I001,1.0
4ZHN_A,I001,0.9877861135474916
4ZSF_A,I001,0.6332476277910268
4ZUX_e,I_NOISE,0.0
4ZYD_A,I001,1.0
5A0M_A,I001,0.7778288052307136
5A0M_B,I001,0.9077277348688796
5A0W_D,I001,0.9801235813341488
5A3D_B,I001,1.0
5A72_B,I001,1.0
5A74_B,I001,0.8197463337469508
5AKM_A,I001,0.7822608418083226
5AKN_F,I001,0.9398786838463266
5AWH_A,I001,0.8428228402276223
5B2R_B,I001,1.0
5B2S_B,I001,1.0
5B2T_B,I001,1.0
5B43_A,I001,1.0
5B7J_A,I001,0.9287938105385714
5BNG_B,I001,0.8016280270594328
5BNH_A,I001,0.9683784171524589
5BOX_A,I001,0.6768098112610156
5BPD_A,I001,0.8926816720050872
5BS8_D,I001,0.6597377764531734
5BYG_B,I001,0.9976751320275439
5C8E_G,I001,0.9354850136363099
5CDM_D,I001,0.921553485380861
5CDN_U,I001,0.8968569993429031
5CDO_B,I001,1.0
5CDP_A,I001,0.9966245500119563
5CDP_B,I001,1.0
5CDQ_S,I001,1.0
5CG9_A,I001,1.0
5CHI_A,I001,0.7910141515546848
5CKY_O,I001,1.0
5CL3_A,I001,0.9108901253863143
5CL8_A,I001,1.0
5CLV_B,I001,1.0
5CLV_E,I001,0.8660023929774259
5CM3_A,I001,1.0
5CO0_O,I001,1.0
5CQQ_B,I001,0.9645945481993872
5CRJ_O,I001,1.0
5CRK_O,I001,1.0
5CWR_A,I001,1.0
5CY1_A,I001,0.9402457748500218
5CZZ_A,I001,0.743950397318699
5D4S_B,I001,0.7344872694246349
5D5X_B,I001,0.7075164714415194
5D8C_B,I001,1.0
5D8F_B,I001,0.49105836779699474
5D8K_B,I001,1.0
5DAC_A,I001,0.6713331700865259
5DFF_A,I001,1.0
5DFJ_A,I001,1.0
5DKW_A,I001,0.9611990962829494
5DLJ_B,I001,0.8049824639898433
5DLJ_E,I001,0.7676288212272034
5DNY_B,I001,0.9432610507156092
5DQZ_B,I001,0.6537454777800935
5DQZ_E,I001,0.7325684102820444
5DS5_B,I001,0.6724278428571279
5DS5_E,I001,0.7373923102522686
5DS9_B,I001,0.9028340662727704
5DWA_A,I001,1.0
5DY0_A,I001,1.0
5E01_B,I001,0.9135566155693209
5E24_E,I001,0.8854188295999723
5E5O_A,I001,1.0
5E5S_A,I001,0.9325454740379328
5E63_A,I001,0.7698382731772262
5E67_A,I001,0.9161832332657417
5EAN_A,I001,0.8470680445666879
5EAX_A,I001,0.6445630567269309
5EEA_G,I001,1.0
5EG0_A,I001,0.8730891951648502
5EGO_A,I001,0.8256269410138185
5EIX_A,I001,1.0
5ESP_A,I001,1.0
5EXH_C,I001,0.7787031534124085
5EYB_A,I001,0.893171698830454
5EYO_C,I001,0.9316758008673084
5F0Q_A,I001,0.9672708147894895
5F3W_B,I001,0.8669663882416508
5F55_A,I001,0.822157744319995
5F7Q_E,I001,0.8805594042004692
5F8A_A,I001,0.8426932626959083
5F99_G,I001,1.0
5F9R_B,I001,1.0
5FB2_A,I001,0.8430107688287655
5FDK_D,I001,0.5321197180531372
5FHE_A,I001,0.9995050032359433
5FKV_A,I_NOISE,0.0
5FMF_1,I_NOISE,0.0
5FMF_M,I_NOISE,0.0
5FMF_U,I_NOISE,0.0
5FMF_V,I_NOISE,0.0
5FMF_X,I_NOISE,0.0
5FTE_A,I001,0.9952952154533543
5FUR_C,I_NOISE,0.0
5FW1_B,I001,1.0
5FW2_B,I001,1.0
5FW3_B,I001,1.0
5G5T_A,I001,0.7501076404017077
5GKE_A,I001,1.0
5GKP_B,I001,0.8341355018131297
5GKR_A,I001,0.7346066805233321
5GKR_B,I002,1.0
5GPC_A,I001,0.8520662774127137
5H3R_A,I001,1.0
5H8W_A,I001,0.8964518095472805
5H9F_A,I001,0.8662923451223777
5H9F_B,I001,0.7419510867015018
5H9F_J,I_NOISE,0.0
5HAW_B,I001,0.7979943283408338
5HBU_B,I001,0.808816127800515
5HCH_A,I_NOISE,0.0
5HDN_C,I001,0.6826789627182199
5HHH_A,I001,1.0
5HK3_B,I001,0.835702568775694
5HLG_B,I001,1.0
5HNF_A,I001,1.0
5HNK_A,I001,1.0
5HOD_A,I001,0.9312949212332682
5HP4_A,I001,0.9170170523449499
5HRF_A,I001,0.9594119300980936
5HRG_A,I001,1.0
5HRH_B,I001,1.0
5HRK_B,I001,0.9718220137958595
5HT2_A,I001,0.9996936039767578
5I2D_G,I_NOISE,0.0
5I44_B,I001,0.8554588390488755
5IFF_A,I001,0.6883590293300149
5IIO_A,I001,1.0
5INO_A,I001,1.0
5IUD_D,I001,1.0
5IWI_A,I001,0.7557374964512689
5IWI_B,I001,1.0
5IYB_B,I001,0.6594450282927792
5IYB_M,I001,0.6632692553429116
5J0N_F,I_NOISE,0.0
5J0N_I,I_NOISE,0.0
5J2M_A,I001,1.0
5J2N_B,I002,0.47575126343037993
5J5P_A,I001,0.9933625230114347
5JH0_D,I001,0.5930325673855872
5JJV_B,I001,0.8678421769056689
5JLT_A,I001,0.7532678292949929
5JUB_A,I001,1.0
5K1Y_B,I001,0.791674927737869
5K58_A,I001,1.0
5K5H_A,I001,0.8502256048269402
5K5J_A,I001,1.0
5K5L_G,I001,0.7998192436514598
5K5R_B,I001,0.861128036972368
5K83_A,I001,0.6318784674850025
5K97_A,I001,0.8319340900778545
5K98_A,I_NOISE,0.0
5KBD_A,I001,1.0
5KBJ_A,I001,1.0
5KE7_A,I001,0.8969002653837791
5KE9_A,I001,0.8993600166023384
5KEA_A,I001,0.7919305249353051
5KEG_A,I001,0.9683784171524589
5KFS_A,I001,1.0
5KK5_A,I001,1.0
5KKQ_A,I001,0.9855054012140935
5KL4_A,I001,1.0
5KL7_A,I001,1.0
5KN8_A,I001,1.0
5KN9_A,I001,1.0
5KRB_G,I001,0.990165798355043
5KSE_A,I001,1.0
5KW6_A,I001,0.811957172475304
5LCL_A,I001,0.9779086515865847
5LD2_D,I001,1.0
5LEK_A,I001,1.0
5LRS_A,I001,1.0
5LTY_K,I001,1.0
5LUX_K,I001,1.0
5M1S_A,I_NOISE,0.0
5M1S_D,I_NOISE,0.0
5M5W_B,I002,1.0
5MCT_A,I001,1.0
5MEZ_A,I001,1.0
5MHJ_A,I001,0.9912779851423336
5MLU_A,I001,1.0
5MLU_D,I001,1.0
5MLU_G,I001,1.0
5MLU_H,I001,1.0
5MS0_D,I_NOISE,0.0
5MS0_F,I_NOISE,0.0
5N6I_A,I001,0.9246267958169326
5N9D_B,I001,0.9561132997560837
5NFV_A,I001,0.9661790527424139
5NNU_A,I001,1.0
5NNX_A,I001,1.0
5NO6_A,I001,1.0
5NO6_N,I001,1.0
5NPK_b,I001,1.0
5NPP_B,I001,0.687135919215571
5NWA_A,I001,1.0
5O6B_A,I001,1.0
5O6G_A,I001,0.8419099773002904
5O6I_A,I001,0.9398786838463266
5O6U_D,I001,0.5232069814261531
5O6U_F,I001,0.9432411146589896
5O7T_A,I001,1.0
5ODG_A,I001,1.0
5ODL_A,I001,0.8865029174499082
5OLA_A,I002,1.0
5OLA_E,I001,0.8602134888560364
5OQO_A,I001,1.0
5OQP_A,I001,0.7673261829390282
5OR5_A,I001,0.9683784171524589
5SWW_D,I001,0.9683784171524589
5SZX_A,I001,0.9254307019918643
5T01_A,I001,0.7467961675425074
5T0U_A,I001,1.0
5T1J_A,I001,1.0
5T2H_A,I001,1.0
5T2N_A,I001,1.0
5T2O_A,I001,1.0
5T4I_B,I001,1.0
5T5K_B,I001,0.768326541728897
5T7X_B,I001,1.0
5T8D_A,I001,1.0
5TD5_A,I001,0.9683784171524589
5THG_A,I001,1.0
5TKZ_A,I001,0.8037389642809755
5TRD_A,I001,1.0
5TWR_A,I001,1.0
5TXL_A,I001,1.0
5TXM_A,I001,1.0
5TXN_A,I001,1.0
5TXO_A,I001,1.0
5U0A_E,I001,0.4741362437143508
5U1J_B,I001,0.5689673391011072
5U33_A,I001,1.0
5U8H_A,I001,1.0
5U8I_A,I001,1.0
5U91_A,I001,1.0
5UC6_A,I001,0.9368628164622427
5UI5_V,I001,0.8079547200055167
5UK7_K,I_NOISE,0.0
5UM9_A,I001,1.0
5UX0_D,I001,0.8255055819140354
5V09_Z,I001,0.9138544468151845
5V0Q_A,I001,1.0
5V3G_D,I001,1.0
5V3J_F,I001,0.9523145159879747
5V8F_7,I001,0.5205147288117683
5VA0_B,I001,0.8624210017790013
5VA7_A,I001,1.0
5VC9_C,I001,1.0
5VFX_F,I001,0.9750467929880751
5VHE_A,I001,0.818187422898894
5VHV_A,I001,1.0
5VI5_C,I001,0.7973457387759185
5VI5_D,I001,1.0
5VMX_A,I001,0.7819920392649826
5VMZ_A,I001,0.7355002097339861
5VPE_A,I001,0.9254307019918643
5VPE_B,I001,0.9254307019918643
5VS2_A,I001,1.0
5VU9_A,I001,1.0
5VVJ_F,I001,0.7864937931375076
5VVL_F,I001,0.7007741061423668
5VXN_C,I001,1.0
5VZ7_A,I001,1.0
5VZB_A,I001,1.0
5VZE_A,I001,1.0
5VZG_A,I001,1.0
5W0U_B,I001,0.8264740028714929
5W1C_B,I001,0.7504222436172032
5W2M_A,I001,0.8321514270375427
5W36_A,I001,0.6489904364827742
5W65_P,I_NOISE,0.0
5W66_M,I001,0.6237896749071329
5W6Q_G,I001,1.0
5W7G_A,I_NOISE,0.0
5W7G_B,I_NOISE,0.0
5W9Q_A,I001,0.6904591152187395
5WCU_C,I_NOISE,0.0
5WCU_D,I_NOISE,0.0
5WCU_U,I_NOISE,0.0
5WJQ_D,I001,0.7738793477819653
5WM1_A,I001,1.0
5WN3_B,I001,1.0
5WVW_A,I001,0.7236331439195078
5WVY_A,I001,0.7236331439195078
5WVZ_A,I001,0.7236331439195078
5WWC_B,I001,0.7236331439195078
5WX9_A,I001,0.7624827891149472
5X11_E,I001,0.8829813247309067
5XFP_B,I001,0.6586264050466664
5XFQ_A,I001,0.5756923631543658
5XFR_B,I001,0.6784423619860854
5XH6_A,I001,1.0
5XH7_A,I001,1.0
5XM8_A,I001,1.0
5XM9_A,I001,1.0
5XOG_E,I001,0.9877624386067315
5XPG_A,I001,0.9777891206670375
5XUT_A,I001,1.0
5XVN_F,I001,0.9207781495447996
5XVP_B,I001,1.0
5XZB_A,I001,1.0
5Y36_A,I_NOISE,0.0
5Y3M_A,I001,0.45599770512099613
5Y3R_A,I_NOISE,0.0
5Y3R_B,I_NOISE,0.0
5Y7Q_A,I001,0.5984635793127328
5YBB_D,I001,1.0
5YBD_A,I001,1.0
5YEG_B,I001,1.0
5YEH_A,I001,1.0
5YEL_B,I001,0.6235129892678881
5YI2_A,I001,1.0
5YI3_A,I001,1.0
5YIW_A,I001,0.9541664612338233
5YUY_A,I001,1.0
5Z3N_A,I001,1.0
5Z7D_B,I_NOISE,0.0
5ZAD_A,I001,1.0
5ZCW_A,I001,1.0
5ZE0_C,I001,0.699399894698915
5ZJR_B,I001,0.8909366661390624
5ZLN_B,I001,0.5319434151368979
5ZMC_B,I001,1.0
5ZMN_A,I001,1.0
5ZMO_A,I001,1.0
5ZOG_A,I001,0.7652837835232243
5ZR1_E,I001,0.6586905102511719
5ZU1_A,I001,0.7981040519001428
5ZUP_C,I001,1.0
5ZUX_A,I001,0.9233366784572214
6A57_A,I001,0.5161247346729875
6A5N_A,I001,1.0
6A8R_A,I001,1.0
